 .0415,2
 .0414,2
 .0413,2
 .0412,2
 .0411,2
 .041,2
 .0409,2
 .0408,2
 .0407,2
 .0406,2
 .0405,2
 .0404,2
 .0403,2
 .0402,2
 .0401,2
 .04,2
 .0399,2
 .0398,2
 .0397,2
 .0396,2
 .0395,2
 .0394,2
 .0393,2
 .0392,2
 .0391,2
 .039,2
 .0389,2
 .0388,2
 .0387,2
 .0386,2
 .0385,2
 .0384,2
 .0383,2
 .0382,2
 .0381,2
 .038,2
 .0379,2
 .0378,2
 .0377,2
 .0376,2
 .0375,2
 .0374,2
 .0373,2
 .0372,2
 .0371,2
 .037,2
 .0369,2
 .0368,2
 .0367,2
 .0366,2
 .0365,2
 .0364,2
 .0363,2
 .0362,2
 .0361,2
 .036,2
 .0359,2
 .0358,2
 .0357,2
 .0356,2
 .0355,2
 .0354,2
 .0353,2
 .0352,2
 .0351,2
 .035,2
 .0349,2
 .0348,2
 .0347,2
 .0346,2
 .0345,2
 .0344,2
 .0343,2
 .0342,2
 .0341,2
 .034,2
 .0339,2
 .0338,2
 .0337,2
 .0336,2
 .0335,2
 .0334,2
 .0333,2
 .0332,2
 .0331,2
 .033,2
 .0329,2
 .0328,2
 .0327,2
 .0326,2
 .0325,2
 .0324,2
 .0323,2
 .0322,2
 .0321,2
 .032,2
 .0319,2
 .0318,2
 .0317,2
 .0316,2
 .0315,2
 .0314,2
 .0313,2
 .0312,2
 .0311,2
 .031,2
 .0309,2
 .0308,2
 .0307,2
 .0306,2
 .0305,2
 .0304,2
 .0303,2
 .0302,2
 .0301,2
 .03,2
 .0299,2
 .0298,2
 .0297,2
 .0296,2
 .0295,2
 .0294,2
 .0293,2
 .0292,2
 .0291,2
 .029,2
 .0289,2
 .0288,2
 .0287,2
 .0286,2
 .0285,2
 .0284,2
 .0283,2
 .0282,2
 .0281,2
 .028,2
 .0279,2
 .0278,2
 .0277,2
 .0276,2
 .0275,2
 .0274,2
 .0273,2
 .0272,2
 .0271,2
 .027,2
 .0269,2
 .0268,2
 .0267,2
 .0266,2
 .0265,2
 .0264,2
 .0263,2
 .0262,2
 .0261,2
 .026,2
 .0259,2
 .0258,2
 .0257,2
 .0256,2
 .0255,2
 .0254,2
 .0253,2
 .0252,2
 .0251,2
 2.50000000000001E-02,2
 2.49000000000001E-02,2
 2.48000000000001E-02,2
 2.47000000000001E-02,2
 2.46000000000001E-02,2
 2.45000000000001E-02,2
 2.44000000000001E-02,2
 2.43000000000001E-02,2
 2.42000000000001E-02,2
 2.41000000000001E-02,2
 2.40000000000001E-02,2
 2.39000000000001E-02,2
 2.38000000000001E-02,2
 2.37000000000001E-02,2
 2.36000000000001E-02,2
 2.35000000000001E-02,2
 2.34000000000001E-02,2
 2.33000000000001E-02,2
 2.32000000000001E-02,2
 2.31000000000001E-02,2
 2.30000000000001E-02,2
 2.29000000000001E-02,2
 2.28000000000001E-02,2
 2.27000000000001E-02,2
 2.26000000000001E-02,2
 2.25000000000001E-02,2
 2.24000000000001E-02,2
 2.23000000000001E-02,2
 2.22000000000001E-02,2
 2.21000000000001E-02,2
 2.20000000000001E-02,2
 2.19000000000001E-02,2
 2.18000000000001E-02,2
 2.17000000000001E-02,2
 2.16000000000001E-02,2
 2.15000000000001E-02,2
 2.14000000000001E-02,2
 2.13000000000001E-02,2
 2.12000000000001E-02,2
 2.11000000000001E-02,2
 2.10000000000001E-02,2
 2.09000000000001E-02,2
 2.08000000000001E-02,2
